severity	check	path	line	message	suggestion	snippet
info	nonbreaking-space	Primary Sources/The Travelogue of Etienne of Cassons.md	36	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	September 17th, 1743␠
info	repeated-word	Things/Artifacts of Power/Cloak of Rainbows.md	25	Repeated word: and	Remove one copy if this is accidental.	%% whereabouts needs work; would also be good to collate information from history and and other information onto this page%%
info	nonbreaking-space	Things/Artifacts of Power/Crown of Purity.md	34	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Originally constructed by Apollyon to enhance the divine spark of humanity, to resonate with the natural energy of Hkar.␠ As currently used...
info	nonbreaking-space	Things/Artifacts of Power/Scepter of Command.md	30	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	This scepter is about a foot long and is constructed in silver, with loops of silver forming a ball at the head, set with diamonds that see...
info	nonbreaking-space	Things/Artifacts of Power/Scepter of Command.md	50	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	-   Intimidating Presence. While attuned to this scepter, you gain proficiency in the Intimidation skill.␠
info	nonbreaking-space	Things/Artifacts of Power/Scepter of Command.md	98	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	As you hold up the scepter, concentrating on the story of the last person who wielded it, you see, for a moment, [[Agata]] holding the scep...
info	nonbreaking-space	Things/Artifacts of Power/Scepter of Command.md	102	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Then the image shifts again, and you see an image of a city laid out before you. A vast city, pyramids rising up, huge monuments surroundin...
info	nonbreaking-space	Things/Artifacts of Power/Scepter of Command.md	104	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	And then you swirl back even further in time. And you see a figure, probably Drankorian from their features. Sharp eyes, dark hair, a proud...
info	nonbreaking-space	Things/Books/On the Lost People of the Forests.md	46	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Unlike the other tribes of the Deno'qai he had met,␠the [[Te'kula]] only worshipped one god: [[Rai]]. They made sacrifices to him, and he s...
info	nonbreaking-space	Things/Books/The Runes of Creation.md	19	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	A seemingly empty book. Found by a Dunmari citizen of [[Karawa]]. This man often scavenged for sellable loot in the desert. He had found th...
info	nonbreaking-space	Things/Materials/Gatza.md	14	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	A particular drug of the Mawakel peninsula is gatza, harvested from the livers of particularly large predatory fish from the [[Endless Ocea...
info	nonbreaking-space	Things/Materials/Gatza.md	16	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	But like many things, gatza can be abused. The visions of the spirit world that those who use gatza receive can be complex and alluring, ye...
info	nonbreaking-space	Things/Materials/Skaer Steel.md	27	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Masterwork (requires honed or keen): The weapon’s damage die increases one size. (For example, a halberd’s d10 damage die becomes a d12. ...
info	nonbreaking-space	Things/Materials/Skaer Steel.md	30	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Accurate: Ignore disadvantage when firing at long range.␠
info	nonbreaking-space	Things/Materials/Skaer Steel.md	49	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Large (rating 1; shields only). Grants a +2 bonus to Dexterity saving throws against spells or harmful effects that target only you.␠
info	nonbreaking-space	Things/Materials/Skaer Steel.md	50	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Spiked (rating 1; armor only). A creature that grapples you or you grapple takes 1d4 piercing damage at the start of your turns.␠
info	nonbreaking-space	Things/Materials/Skaer Steel.md	52	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Parry (rating 2; shields only). When you take the Dodge action, you gain +2 to your AC until the start of your next turn.␠
info	nonbreaking-space	Things/Materials/Skaer Steel.md	53	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Light (rating 2; armor only). If this armor would normally impose disadvantage on Dexterity (Stealth) checks, the light version of the ar...
info	nonbreaking-space	Things/Ships/Vindristjarna.md	39	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Eons ago, lost in the dawn of time when the Firstborn walked the earth and the great empires of giants and dragons and other creatures of m...
info	missing-h1	Worldbuilding/Brainstorming/Avatus Brainstorming - Notes.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	Worldbuilding/Brainstorming/Avatus Brainstorming - Summaries.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	Worldbuilding/Brainstorming/Calendars and Holidays/Drankorian Calendar - Ideas.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	Worldbuilding/Brainstorming/Calendars and Holidays/Dwarven Calendar - Ideas.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Dwarven Calendar - Ideas.md	10	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	This seems engineered to␠
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Dwarven Calendar - Ideas.md	38	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The 5 sets of 3 intercalary days also cycle in large units, maybe in a cycle of 300, so that every 20 years you start a new set of counting...
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Dwarven Calendar - Ideas.md	42	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Basic calculation is:␠
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Dwarven Calendar - Ideas.md	49	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Remainder is day of the week.␠
info	repeated-word	Worldbuilding/Brainstorming/Calendars and Holidays/Dwarven Calendar - Ideas.md	71	Repeated word: w	Remove one copy if this is accidental.	Ten 7 day weeks with three extra days: d (w w w w w ) d ( w w w w w ) d
info	missing-h1	Worldbuilding/Brainstorming/Calendars and Holidays/Elven Calendar - Ideas.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	Worldbuilding/Brainstorming/Calendars and Holidays/Hkar Calendar - Ideas.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Hkar Calendar - Ideas.md	3	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The first humans had no need of a calendar, or really to track the passage of years. Hkar was a large subtropical/tropical island with abun...
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Hkar Calendar - Ideas.md	5	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Early migrants, like the northerners, presumably adapted calendars on the mainland, for religious and practical reasons. These were likely ...
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Hkar Calendar - Ideas.md	7	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	In Hkar, you have two kinds of calendars begin to develop, for different reasons.␠
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Hkar Calendar - Ideas.md	9	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	In the urban parts of Hkar – the culture of Mos Numena, that eventually becomes the culture of Drankor – you have a system that grows up ar...
info	nonbreaking-space	Worldbuilding/Brainstorming/Calendars and Holidays/Hkar Calendar - Ideas.md	11	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The importance of this ritual cycle is lost to time, but was strongly tied to magical practices.␠
info	missing-h1	Worldbuilding/Brainstorming/Calendars and Holidays/Mos Numena Ritual Calendar - Ideas.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
